"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Austria (AT)","01.01.2017 00:00 - 01.01.2017 00:15 (CET/CEST)","0","872","518"
"Austria (AT)","01.01.2017 00:15 - 01.01.2017 00:30 (CET/CEST)","0","869","619"
"Austria (AT)","01.01.2017 00:30 - 01.01.2017 00:45 (CET/CEST)","0","919","643"
"Austria (AT)","01.01.2017 00:45 - 01.01.2017 01:00 (CET/CEST)","0","960","635"
"Austria (AT)","01.01.2017 01:00 - 01.01.2017 01:15 (CET/CEST)","0","970","587"
"Austria (AT)","01.01.2017 01:15 - 01.01.2017 01:30 (CET/CEST)","0","921","600"
"Austria (AT)","01.01.2017 01:30 - 01.01.2017 01:45 (CET/CEST)","0","1008","581"
"Austria (AT)","01.01.2017 01:45 - 01.01.2017 02:00 (CET/CEST)","0","1034","432"
"Austria (AT)","01.01.2017 02:00 - 01.01.2017 02:15 (CET/CEST)","0","1043","476"
"Austria (AT)","01.01.2017 02:15 - 01.01.2017 02:30 (CET/CEST)","0","1058","350"
"Austria (AT)","01.01.2017 02:30 - 01.01.2017 02:45 (CET/CEST)","0","1065","292"
"Austria (AT)","01.01.2017 02:45 - 01.01.2017 03:00 (CET/CEST)","0","1101","85"
"Austria (AT)","01.01.2017 03:00 - 01.01.2017 03:15 (CET/CEST)","0","1270","202"
"Austria (AT)","01.01.2017 03:15 - 01.01.2017 03:30 (CET/CEST)","0","1324","211"
"Austria (AT)","01.01.2017 03:30 - 01.01.2017 03:45 (CET/CEST)","0","1349","243"
"Austria (AT)","01.01.2017 03:45 - 01.01.2017 04:00 (CET/CEST)","0","1359","189"
"Austria (AT)","01.01.2017 04:00 - 01.01.2017 04:15 (CET/CEST)","0","972","286"
"Austria (AT)","01.01.2017 04:15 - 01.01.2017 04:30 (CET/CEST)","0","984","238"
"Austria (AT)","01.01.2017 04:30 - 01.01.2017 04:45 (CET/CEST)","0","1001","79"
"Austria (AT)","01.01.2017 04:45 - 01.01.2017 05:00 (CET/CEST)","0","1016","77"
"Austria (AT)","01.01.2017 05:00 - 01.01.2017 05:15 (CET/CEST)","0","960","197"
"Austria (AT)","01.01.2017 05:15 - 01.01.2017 05:30 (CET/CEST)","0","957","191"
"Austria (AT)","01.01.2017 05:30 - 01.01.2017 05:45 (CET/CEST)","0","947","226"
"Austria (AT)","01.01.2017 05:45 - 01.01.2017 06:00 (CET/CEST)","0","958","218"
"Austria (AT)","01.01.2017 06:00 - 01.01.2017 06:15 (CET/CEST)","0","1251","254"
"Austria (AT)","01.01.2017 06:15 - 01.01.2017 06:30 (CET/CEST)","0","1248","378"
"Austria (AT)","01.01.2017 06:30 - 01.01.2017 06:45 (CET/CEST)","0","1238","290"
"Austria (AT)","01.01.2017 06:45 - 01.01.2017 07:00 (CET/CEST)","0","1246","161"
"Austria (AT)","01.01.2017 07:00 - 01.01.2017 07:15 (CET/CEST)","0","1392","183"
"Austria (AT)","01.01.2017 07:15 - 01.01.2017 07:30 (CET/CEST)","0","1437","164"
"Austria (AT)","01.01.2017 07:30 - 01.01.2017 07:45 (CET/CEST)","0","1414","212"
"Austria (AT)","01.01.2017 07:45 - 01.01.2017 08:00 (CET/CEST)","0","1432","144"
"Austria (AT)","01.01.2017 08:00 - 01.01.2017 08:15 (CET/CEST)","0","1350","124"
"Austria (AT)","01.01.2017 08:15 - 01.01.2017 08:30 (CET/CEST)","0","1336","124"
"Austria (AT)","01.01.2017 08:30 - 01.01.2017 08:45 (CET/CEST)","0","1300","128"
"Austria (AT)","01.01.2017 08:45 - 01.01.2017 09:00 (CET/CEST)","0","1281","138"
"Austria (AT)","01.01.2017 09:00 - 01.01.2017 09:15 (CET/CEST)","0","1256","140"
"Austria (AT)","01.01.2017 09:15 - 01.01.2017 09:30 (CET/CEST)","0","1261","142"
"Austria (AT)","01.01.2017 09:30 - 01.01.2017 09:45 (CET/CEST)","0","1260","140"
"Austria (AT)","01.01.2017 09:45 - 01.01.2017 10:00 (CET/CEST)","0","1267","141"
"Austria (AT)","01.01.2017 10:00 - 01.01.2017 10:15 (CET/CEST)","0","1191","122"
"Austria (AT)","01.01.2017 10:15 - 01.01.2017 10:30 (CET/CEST)","0","1092","154"
"Austria (AT)","01.01.2017 10:30 - 01.01.2017 10:45 (CET/CEST)","0","1089","151"
"Austria (AT)","01.01.2017 10:45 - 01.01.2017 11:00 (CET/CEST)","0","1091","109"
"Austria (AT)","01.01.2017 11:00 - 01.01.2017 11:15 (CET/CEST)","0","1133","134"
"Austria (AT)","01.01.2017 11:15 - 01.01.2017 11:30 (CET/CEST)","0","1192","97"
"Austria (AT)","01.01.2017 11:30 - 01.01.2017 11:45 (CET/CEST)","0","1132","82"
"Austria (AT)","01.01.2017 11:45 - 01.01.2017 12:00 (CET/CEST)","0","1124","87"
"Austria (AT)","01.01.2017 12:00 - 01.01.2017 12:15 (CET/CEST)","0","1003","82"
"Austria (AT)","01.01.2017 12:15 - 01.01.2017 12:30 (CET/CEST)","0","990","81"
"Austria (AT)","01.01.2017 12:30 - 01.01.2017 12:45 (CET/CEST)","0","979","177"
"Austria (AT)","01.01.2017 12:45 - 01.01.2017 13:00 (CET/CEST)","0","979","119"
"Austria (AT)","01.01.2017 13:00 - 01.01.2017 13:15 (CET/CEST)","0","945","113"
"Austria (AT)","01.01.2017 13:15 - 01.01.2017 13:30 (CET/CEST)","0","1006","104"
"Austria (AT)","01.01.2017 13:30 - 01.01.2017 13:45 (CET/CEST)","0","1028","229"
"Austria (AT)","01.01.2017 13:45 - 01.01.2017 14:00 (CET/CEST)","0","1010","305"
"Austria (AT)","01.01.2017 14:00 - 01.01.2017 14:15 (CET/CEST)","0","822","374"
"Austria (AT)","01.01.2017 14:15 - 01.01.2017 14:30 (CET/CEST)","0","854","468"
"Austria (AT)","01.01.2017 14:30 - 01.01.2017 14:45 (CET/CEST)","0","877","561"
"Austria (AT)","01.01.2017 14:45 - 01.01.2017 15:00 (CET/CEST)","0","827","622"
"Austria (AT)","01.01.2017 15:00 - 01.01.2017 15:15 (CET/CEST)","733","0","276"
"Austria (AT)","01.01.2017 15:15 - 01.01.2017 15:30 (CET/CEST)","751","0","349"
"Austria (AT)","01.01.2017 15:30 - 01.01.2017 15:45 (CET/CEST)","775","0","286"
"Austria (AT)","01.01.2017 15:45 - 01.01.2017 16:00 (CET/CEST)","795","0","337"
"Austria (AT)","01.01.2017 16:00 - 01.01.2017 16:15 (CET/CEST)","1860","0","432"
"Austria (AT)","01.01.2017 16:15 - 01.01.2017 16:30 (CET/CEST)","1834","0","532"
"Austria (AT)","01.01.2017 16:30 - 01.01.2017 16:45 (CET/CEST)","1877","0","695"
"Austria (AT)","01.01.2017 16:45 - 01.01.2017 17:00 (CET/CEST)","1878","0","804"
"Austria (AT)","01.01.2017 17:00 - 01.01.2017 17:15 (CET/CEST)","1945","0","661"
"Austria (AT)","01.01.2017 17:15 - 01.01.2017 17:30 (CET/CEST)","2110","0","593"
"Austria (AT)","01.01.2017 17:30 - 01.01.2017 17:45 (CET/CEST)","2386","0","646"
"Austria (AT)","01.01.2017 17:45 - 01.01.2017 18:00 (CET/CEST)","2394","0","725"
"Austria (AT)","01.01.2017 18:00 - 01.01.2017 18:15 (CET/CEST)","2690","0","837"
"Austria (AT)","01.01.2017 18:15 - 01.01.2017 18:30 (CET/CEST)","2654","0","886"
"Austria (AT)","01.01.2017 18:30 - 01.01.2017 18:45 (CET/CEST)","2630","0","847"
"Austria (AT)","01.01.2017 18:45 - 01.01.2017 19:00 (CET/CEST)","2609","0","842"
"Austria (AT)","01.01.2017 19:00 - 01.01.2017 19:15 (CET/CEST)","2148","0","726"
"Austria (AT)","01.01.2017 19:15 - 01.01.2017 19:30 (CET/CEST)","2172","0","670"
"Austria (AT)","01.01.2017 19:30 - 01.01.2017 19:45 (CET/CEST)","2118","0","656"
"Austria (AT)","01.01.2017 19:45 - 01.01.2017 20:00 (CET/CEST)","2091","0","624"
"Austria (AT)","01.01.2017 20:00 - 01.01.2017 20:15 (CET/CEST)","1099","0","488"
"Austria (AT)","01.01.2017 20:15 - 01.01.2017 20:30 (CET/CEST)","1070","0","499"
"Austria (AT)","01.01.2017 20:30 - 01.01.2017 20:45 (CET/CEST)","971","0","419"
"Austria (AT)","01.01.2017 20:45 - 01.01.2017 21:00 (CET/CEST)","822","0","171"
"Austria (AT)","01.01.2017 21:00 - 01.01.2017 21:15 (CET/CEST)","432","0","404"
"Austria (AT)","01.01.2017 21:15 - 01.01.2017 21:30 (CET/CEST)","451","0","252"
"Austria (AT)","01.01.2017 21:30 - 01.01.2017 21:45 (CET/CEST)","457","0","159"
"Austria (AT)","01.01.2017 21:45 - 01.01.2017 22:00 (CET/CEST)","494","0","125"
"Austria (AT)","01.01.2017 22:00 - 01.01.2017 22:15 (CET/CEST)","621","0","471"
"Austria (AT)","01.01.2017 22:15 - 01.01.2017 22:30 (CET/CEST)","632","0","383"
"Austria (AT)","01.01.2017 22:30 - 01.01.2017 22:45 (CET/CEST)","492","0","314"
"Austria (AT)","01.01.2017 22:45 - 01.01.2017 23:00 (CET/CEST)","392","0","311"
"Austria (AT)","01.01.2017 23:00 - 01.01.2017 23:15 (CET/CEST)","0","346","513"
"Austria (AT)","01.01.2017 23:15 - 01.01.2017 23:30 (CET/CEST)","0","426","403"
"Austria (AT)","01.01.2017 23:30 - 01.01.2017 23:45 (CET/CEST)","0","472","399"
"Austria (AT)","01.01.2017 23:45 - 02.01.2017 00:00 (CET/CEST)","0","481","304"
"Austria (AT)","02.01.2017 00:00 - 02.01.2017 00:15 (CET/CEST)","0","558","100"
"Austria (AT)","02.01.2017 00:15 - 02.01.2017 00:30 (CET/CEST)","0","734","94"
"Austria (AT)","02.01.2017 00:30 - 02.01.2017 00:45 (CET/CEST)","0","954","98"
"Austria (AT)","02.01.2017 00:45 - 02.01.2017 01:00 (CET/CEST)","0","975","99"
"Austria (AT)","02.01.2017 01:00 - 02.01.2017 01:15 (CET/CEST)","0","1044","159"
"Austria (AT)","02.01.2017 01:15 - 02.01.2017 01:30 (CET/CEST)","0","1033","105"
"Austria (AT)","02.01.2017 01:30 - 02.01.2017 01:45 (CET/CEST)","0","1158","95"
"Austria (AT)","02.01.2017 01:45 - 02.01.2017 02:00 (CET/CEST)","0","1203","94"
"Austria (AT)","02.01.2017 02:00 - 02.01.2017 02:15 (CET/CEST)","0","1396","146"
"Austria (AT)","02.01.2017 02:15 - 02.01.2017 02:30 (CET/CEST)","0","1320","161"
"Austria (AT)","02.01.2017 02:30 - 02.01.2017 02:45 (CET/CEST)","0","1348","113"
"Austria (AT)","02.01.2017 02:45 - 02.01.2017 03:00 (CET/CEST)","0","1346","100"
"Austria (AT)","02.01.2017 03:00 - 02.01.2017 03:15 (CET/CEST)","0","1454","99"
"Austria (AT)","02.01.2017 03:15 - 02.01.2017 03:30 (CET/CEST)","0","1455","100"
"Austria (AT)","02.01.2017 03:30 - 02.01.2017 03:45 (CET/CEST)","0","1399","113"
"Austria (AT)","02.01.2017 03:45 - 02.01.2017 04:00 (CET/CEST)","0","1363","105"
"Austria (AT)","02.01.2017 04:00 - 02.01.2017 04:15 (CET/CEST)","0","1227","115"
"Austria (AT)","02.01.2017 04:15 - 02.01.2017 04:30 (CET/CEST)","0","1209","107"
"Austria (AT)","02.01.2017 04:30 - 02.01.2017 04:45 (CET/CEST)","0","1192","113"
"Austria (AT)","02.01.2017 04:45 - 02.01.2017 05:00 (CET/CEST)","0","1202","112"
"Austria (AT)","02.01.2017 05:00 - 02.01.2017 05:15 (CET/CEST)","0","1009","62"
"Austria (AT)","02.01.2017 05:15 - 02.01.2017 05:30 (CET/CEST)","0","993","56"
"Austria (AT)","02.01.2017 05:30 - 02.01.2017 05:45 (CET/CEST)","0","800","71"
"Austria (AT)","02.01.2017 05:45 - 02.01.2017 06:00 (CET/CEST)","0","588","80"
"Austria (AT)","02.01.2017 06:00 - 02.01.2017 06:15 (CET/CEST)","0","118","55"
